Name,Class,HP_old,HP_new,AC_old,AC_new,MAC_old,MAC_new,DC_old,DC_new,DCMAX_old,DCMAX_new,MC_old,MC_new,SC_old,SC_new,SPEED_old,SPEED_new,HIT_old,HIT_new,WALK_SPD_old,WALK_SPD_new
暗之牛魔王,normal,1000,1500,20,30,200,300,100,150,120,180,0,0,0,0,32,48,30,45,1000,833
黄泉教主0,boss,3000,6000,50,100,25,50,80,160,120,240,0,0,0,0,25,50,17,34,1000,833
宝箱,normal,300,450,0,0,10,15,0,0,0,0,0,0,0,0,0,0,0,0,1000,833
宝箱1,normal,300,450,0,0,10,15,0,0,0,0,0,0,0,0,0,0,0,0,1000,833
宝箱2,normal,300,450,0,0,10,15,0,0,0,0,0,0,0,0,0,0,0,0,1000,833
宝箱3,normal,300,450,0,0,10,15,0,0,0,0,0,0,0,0,0,0,0,0,1000,833
宝箱4,normal,300,450,0,0,10,15,0,0,0,0,0,0,0,0,0,0,0,0,1000,833
宝箱5,normal,300,450,0,0,10,15,0,0,0,0,0,0,0,0,0,0,0,0,1000,833
宝箱6,normal,300,450,0,0,10,15,0,0,0,0,0,0,0,0,0,0,0,0,1000,833
宝箱7,normal,300,450,0,0,10,15,0,0,0,0,0,0,0,0,0,0,0,0,1000,833
宝箱8,normal,300,450,0,0,10,15,0,0,0,0,0,0,0,0,0,0,0,0,1000,833
暗之双头血魔,boss,3000,6000,40,80,25,50,50,100,150,300,0,0,0,0,20,40,25,50,1500,1250
暗之双头金刚,boss,3000,6000,30,60,40,80,60,120,140,280,0,0,0,0,20,40,25,50,1500,1250
暗之黄泉教主,boss,3000,6000,20,40,50,100,100,200,100,200,0,0,0,0,20,40,25,50,1500,1250
暗之骷髅精灵,boss,3000,6000,35,70,20,40,40,80,140,280,0,0,0,0,20,40,25,50,1500,1250
暗之沃玛教主,boss,3000,6000,25,50,35,70,50,100,130,260,0,0,0,0,20,40,25,50,1500,1250
暗之虹魔教主,boss,3000,6000,15,30,45,90,90,180,90,180,0,0,0,0,20,40,25,50,1500,1250
飞火流星1,normal,3000,4500,25,38,40,60,0,0,50,75,0,0,0,0,20,30,20,30,600,500
飞火流星2,normal,3000,4500,25,38,40,60,0,0,50,75,0,0,0,0,20,30,20,30,600,500
宝扇使者1,normal,6666,9999,30,45,30,45,100,150,150,225,50,75,50,75,25,38,25,38,800,667
宝扇使者2,normal,6666,9999,30,45,30,45,100,150,150,225,50,75,50,75,25,38,25,38,800,667
宝扇使者3,normal,6666,9999,30,45,30,45,100,150,150,225,50,75,50,75,25,38,25,38,800,667
宝扇使者4,normal,6666,9999,30,45,30,45,100,150,150,225,50,75,50,75,25,38,25,38,800,667
宝扇使者5,normal,6666,9999,30,45,30,45,100,150,150,225,50,75,50,75,25,38,25,38,800,667
宝扇使者6,normal,6666,9999,30,45,30,45,100,150,150,225,50,75,50,75,25,38,25,38,800,667
宝扇使者7,normal,6666,9999,30,45,30,45,100,150,150,225,50,75,50,75,25,38,25,38,800,667
圣域蝙蝠,normal,500,750,10,15,10,15,20,30,20,30,0,0,0,0,15,23,20,30,1500,1250
圣域勇士,normal,750,1125,10,15,10,15,0,0,50,75,0,0,0,0,15,23,20,30,2000,1667
圣域魔蝎,normal,500,750,10,15,50,75,0,0,50,75,0,0,0,0,15,23,20,30,1500,1250
圣域精灵,normal,1000,1500,10,15,20,30,30,45,30,45,0,0,0,0,15,23,20,30,1500,1250
圣域稻草人,normal,750,1125,10,15,20,30,0,0,50,75,0,0,0,0,15,23,15,23,1500,1250
圣域护法,normal,2000,3000,15,23,15,23,30,45,50,75,0,0,0,0,15,23,15,23,1200,1000
圣域蛇王,normal,2500,3750,10,15,20,30,20,30,50,75,0,0,0,0,15,23,15,23,1200,1000
圣域炎兽,normal,3000,4500,25,38,25,38,20,30,50,75,0,0,0,0,15,23,20,30,1200,1000
圣域尸王,normal,900,1350,10,15,15,23,15,23,30,45,0,0,0,0,15,23,20,30,1500,1250
圣域神鹰,normal,900,1350,5,8,30,45,15,23,30,45,0,0,0,0,15,23,20,30,1500,1250
圣域冥狼,normal,900,1350,15,23,30,45,20,30,45,68,0,0,0,0,15,23,20,30,1500,1250
圣域卫士,normal,1500,2250,20,30,20,30,10,15,50,75,0,0,0,0,15,23,20,30,1500,1250
圣域弓箭手,normal,900,1350,5,8,20,30,0,0,35,53,0,0,0,0,15,23,15,23,1500,1250
圣域牛魔,normal,750,1125,15,23,15,23,0,0,30,45,0,0,0,0,15,23,15,23,1500,1250
圣域侍卫,normal,900,1350,15,23,15,23,0,0,35,53,0,0,0,0,15,23,15,23,1500,1250
圣域骷髅,normal,900,1350,10,15,25,38,20,30,30,45,0,0,0,0,15,23,15,23,1500,1250
圣域楔蛾,normal,1500,2250,10,15,30,45,30,45,30,45,0,0,0,0,15,23,15,23,1500,1250
圣域刀斧手,normal,1000,1500,15,23,15,23,15,23,30,45,0,0,0,0,15,23,15,23,1500,1250
圣域将军,normal,1500,2250,20,30,25,38,10,15,50,75,0,0,0,0,15,23,20,30,1200,1000
圣域祭司,normal,1500,2250,5,8,30,45,10,15,50,75,0,0,0,0,15,23,20,30,1200,1000
圣域杀手,normal,2000,3000,10,15,20,30,30,45,50,75,0,0,0,0,15,23,20,30,1500,1250
圣域力士,normal,2000,3000,10,15,20,30,0,0,60,90,0,0,0,0,15,23,15,23,1500,1250
圣域钳虫,normal,1500,2250,15,23,20,30,0,0,40,60,0,0,0,0,15,23,15,23,1500,1250
圣域雕像,normal,1500,2250,15,23,20,30,0,0,40,60,0,0,0,0,15,23,15,23,1500,1250
圣域巨虫,normal,900,1350,0,0,30,45,0,0,35,53,0,0,0,0,15,23,15,23,1500,1250
圣域天狼,normal,1500,2250,10,15,20,30,0,0,40,60,0,0,0,0,15,23,20,30,1500,1250
圣域月魔,normal,2000,3000,10,15,20,30,0,0,40,60,0,0,0,0,15,23,20,30,1500,1250
圣域花吻,normal,1500,2250,10,15,20,30,0,0,40,60,0,0,0,0,15,23,15,23,1500,1250
圣域多钩猫,normal,500,750,5,8,15,23,0,0,30,45,0,0,0,0,15,23,15,23,1500,1250
圣域蝎卫,normal,2000,3000,15,23,20,30,10,15,40,60,0,0,0,0,15,23,20,30,1500,1250
圣域猪卫,normal,2000,3000,15,23,20,30,10,15,40,60,0,0,0,0,15,23,20,30,1500,1250
圣域神龙,normal,2500,3750,15,23,25,38,10,15,40,60,0,0,0,0,15,23,20,30,1500,1250
圣域教主,boss,5000,10000,10,20,25,50,60,120,60,120,0,0,0,0,15,30,20,40,1200,1000
圣域修罗,normal,3500,5250,5,8,30,45,60,90,60,90,0,0,0,0,15,23,20,30,1200,1000
圣域魔魂,normal,4000,6000,25,38,30,45,60,90,60,90,0,0,0,0,15,23,20,30,1200,1000
圣域血魔,normal,3500,5250,10,15,40,60,60,90,60,90,0,0,0,0,15,23,20,30,1200,1000
圣域金刚,normal,4000,6000,10,15,40,60,60,90,60,90,0,0,0,0,15,23,20,30,1200,1000
圣域牛魔王,boss,4000,8000,20,40,20,40,60,120,60,120,0,0,0,0,15,30,20,40,1200,1000
半兽战士8,normal,100,150,3,5,1,2,6,9,12,18,0,0,0,0,15,23,12,18,1500,1250
半兽勇士8,normal,300,450,0,0,0,0,15,23,32,48,0,0,0,0,15,23,13,20,1500,1250
多钩猫王8,normal,1200,1800,15,23,25,38,20,30,130,195,0,0,0,0,20,30,45,68,1500,1250
恶灵僵尸8,normal,180,270,1,2,3,5,10,15,20,30,0,0,0,0,15,23,15,23,2000,1667
恶灵尸王8,normal,500,750,4,6,8,12,17,26,45,68,0,0,0,0,18,27,15,23,1500,1250
尸王8,normal,500,750,3,5,3,5,18,27,36,54,0,0,0,0,15,23,15,23,1500,1250
骷髅精灵8,normal,500,750,5,8,4,6,7,11,24,36,0,0,0,0,15,23,14,21,1200,1000
沃玛战士8,normal,265,398,3,5,2,3,14,21,28,42,0,0,0,0,15,23,13,20,1000,833
沃玛勇士8,normal,285,428,3,5,2,3,16,24,28,42,0,0,0,0,15,23,13,20,1000,833
火焰沃玛8,normal,340,510,0,0,0,0,14,21,26,39,0,0,0,0,20,30,20,30,800,667
沃玛战将8,normal,285,428,3,5,2,3,15,23,29,44,0,0,0,0,15,23,13,20,1000,833
沃玛卫士8,normal,1000,1500,8,12,8,12,22,33,42,63,0,0,0,0,20,30,17,26,800,667
黑色恶蛆8,normal,230,345,5,8,0,0,10,15,15,23,0,0,0,0,15,23,13,20,500,417
蜈蚣8,normal,230,345,0,0,5,8,12,18,18,27,0,0,0,0,15,23,13,20,1500,1250
钳虫8,normal,270,405,5,8,7,11,15,23,25,38,0,0,0,0,15,23,13,20,1500,1250
跳跳蜂8,normal,200,300,3,5,3,5,12,18,18,27,0,0,0,0,15,23,13,20,1500,1250
巨型蠕虫8,normal,200,300,3,5,3,5,15,23,18,27,0,0,0,0,15,23,13,20,1200,1000
邪恶钳虫8,normal,1000,1500,20,30,10,15,22,33,45,68,0,0,0,0,15,23,17,26,700,583
触龙神8,boss,1000,2000,0,0,200,400,15,30,30,60,0,0,0,0,15,30,15,30,1000,833
变异史莱姆8,normal,1500,2250,10,15,15,23,30,45,60,90,0,0,0,0,25,38,35,53,2200,1833
红野猪8,normal,330,495,0,0,8,12,18,27,25,38,0,0,0,0,15,23,13,20,1200,1000
黑野猪8,normal,310,465,10,15,0,0,20,30,26,39,0,0,0,0,15,23,13,20,800,667
楔蛾8,normal,220,330,0,0,5,8,13,20,18,27,0,0,0,0,15,23,12,18,600,500
角蝇8,normal,200,300,0,0,6,9,0,0,0,0,0,0,0,0,1,2,1,2,1200,1000
白野猪8,normal,1000,1500,15,23,25,38,10,15,100,150,0,0,0,0,25,38,17,26,800,667
白野猪80,normal,1000,1500,15,23,15,23,30,45,55,83,0,0,0,0,25,38,17,26,800,667
蝎蛇8,normal,330,495,5,8,3,5,22,33,28,42,0,0,0,0,15,23,13,20,600,500
邪恶毒蛇8,normal,1100,1650,20,30,20,30,30,45,55,83,0,0,0,0,25,38,17,26,800,667
石墓尸王8,boss,5000,10000,20,40,18,36,80,160,150,300,0,0,0,0,20,40,30,60,1000,833
祖玛卫士8,normal,495,743,15,23,15,23,22,33,34,51,0,0,0,0,17,26,15,23,700,583
祖玛卫士83,normal,1000,1500,25,38,25,38,44,66,68,102,0,0,0,0,17,26,17,26,500,417
祖玛卫士80,normal,1400,2100,15,23,20,30,35,53,60,90,0,0,0,0,25,38,18,27,700,583
祖玛弓箭手8,normal,385,578,10,15,10,15,12,18,18,27,0,0,0,0,15,23,15,23,1000,833
祖玛弓箭手83,normal,800,1200,15,23,15,23,24,36,36,54,0,0,0,0,15,23,17,26,900,750
祖玛雕像8,normal,495,743,12,18,12,18,20,30,32,48,0,0,0,0,17,26,15,23,900,750
祖玛雕像83,normal,900,1350,20,30,20,30,40,60,64,96,0,0,0,0,17,26,17,26,700,583
虹魔猪卫8,normal,1500,2250,20,30,20,30,40,60,60,90,0,0,0,0,25,38,17,26,800,667
虹魔蝎卫8,normal,2000,3000,25,38,25,38,45,68,65,98,0,0,0,0,25,38,17,26,800,667
虹魔教主8,boss,5000,10000,25,50,30,60,70,140,120,240,0,0,0,0,20,40,30,60,1000,833
骷髅锤兵8,normal,390,585,6,9,9,14,24,36,35,53,0,0,0,0,15,23,13,20,700,583
骷髅长枪兵8,normal,390,585,0,0,12,18,20,30,30,45,0,0,0,0,15,23,13,20,1300,1083
骷髅刀斧手8,normal,440,660,9,14,0,0,24,36,31,47,0,0,0,0,15,23,13,20,1300,1083
骷髅弓箭手8,normal,190,285,0,0,0,0,12,18,28,42,0,0,0,0,20,30,20,30,1000,833
黄泉教主8,boss,3000,6000,18,36,22,44,35,70,70,140,0,0,0,0,25,50,17,34,800,667
牛魔侍卫8,normal,500,750,10,15,18,27,26,39,44,66,0,0,0,0,17,26,15,23,1000,833
牛魔法师8,normal,360,540,12,18,15,23,14,21,28,42,0,0,0,0,18,27,18,27,1200,1000
牛魔将军8,normal,750,1125,12,18,21,32,32,48,50,75,0,0,0,0,22,33,17,26,800,667
牛魔祭司8,normal,750,1125,16,24,16,24,25,38,42,63,0,0,0,0,22,33,17,26,1200,1000
牛魔王8,boss,3600,7200,20,40,28,56,45,90,80,160,0,0,0,0,32,64,30,60,600,500
暗之牛魔王8,boss,1000,2000,20,40,200,400,100,200,120,240,0,0,0,0,32,64,30,60,1000,833
暗之触龙神8,boss,2200,4400,40,80,40,80,25,50,140,280,0,0,0,0,15,30,15,30,1000,833
双头金刚8,normal,5000,7500,5,8,50,75,100,150,100,150,0,0,0,0,25,38,30,45,1000,833
双头血魔8,boss,5000,10000,40,80,10,20,80,160,150,300,0,0,0,0,20,40,30,60,1000,833
血巨人8,normal,1200,1800,15,23,30,45,35,53,70,105,0,0,0,0,20,30,17,26,800,667
赤月恶魔8,boss,5000,10000,18,36,30,60,50,100,85,170,0,0,0,0,25,50,25,50,0,0
花吻蜘蛛8,normal,750,1125,12,18,27,41,20,30,60,90,0,0,0,0,25,38,17,26,1000,833
天狼蜘蛛8,normal,500,750,8,12,20,30,22,33,34,51,0,0,0,0,17,26,15,23,700,583
钢牙蜘蛛8,normal,800,1200,13,20,33,50,35,53,50,75,0,0,0,0,17,26,20,30,1000,833
黑锷蜘蛛8,normal,1200,1800,11,17,30,45,15,23,75,113,0,0,0,0,17,26,17,26,500,417
月魔蜘蛛8,normal,850,1275,12,18,28,42,27,41,27,41,0,0,0,0,20,30,50,75,400,333
电僵王8,normal,3000,4500,10,15,15,23,20,30,140,210,0,0,0,0,50,75,50,75,1300,1083
重装使者,boss,5000,10000,10,20,25,50,60,120,60,120,0,0,0,0,15,30,20,40,1200,1000
血僵尸8,normal,1200,1800,18,27,30,45,35,53,50,75,0,0,0,0,10,15,25,38,600,500
邪恶巨人8,normal,2000,3000,14,21,16,24,29,44,52,78,0,0,0,0,14,21,16,24,500,417
双头金刚80,normal,5000,7500,5,8,50,75,100,150,100,150,0,0,0,0,25,38,30,45,1000,833
双头血魔80,normal,5000,7500,40,60,10,15,80,120,150,225,0,0,0,0,20,30,30,45,1000,833
虹魔蝎卫80,normal,2000,3000,25,38,25,38,45,68,65,98,0,0,0,0,25,38,17,26,800,667
虹魔猪卫80,normal,1500,2250,20,30,20,30,40,60,60,90,0,0,0,0,25,38,17,26,800,667
奴隶,normal,2000,3000,0,0,18,27,23,35,45,68,70,105,0,0,25,38,18,27,700,583
米尔皇帝,boss,6000,12000,0,0,30,60,40,80,100,200,130,260,0,0,30,60,25,50,300,250
地藏王,boss,5000,10000,20,40,38,76,75,150,80,160,0,0,0,0,32,64,30,60,600,500
一六男战,normal,163,245,2,3,0,0,2,3,3,5,0,0,0,0,88,132,45,68,450,375
一六女战,normal,163,245,2,3,0,0,2,3,3,5,0,0,0,0,88,132,45,68,450,375
二一男战,normal,241,362,3,5,0,0,3,5,4,6,0,0,0,0,88,132,45,68,450,375
二一女战,normal,241,362,3,5,0,0,3,5,4,6,0,0,0,0,88,132,45,68,450,375
二六男战,normal,334,501,3,5,0,0,4,6,5,8,0,0,0,0,88,132,45,68,450,375
二六女战,normal,334,501,3,5,0,0,4,6,5,8,0,0,0,0,88,132,45,68,450,375
三一男战,normal,442,663,4,6,0,0,5,8,6,9,0,0,0,0,88,132,45,68,450,375
三一女战,normal,442,663,4,6,0,0,5,8,6,9,0,0,0,0,88,132,45,68,450,375
三六男战,normal,565,848,5,8,0,0,6,9,7,11,0,0,0,0,88,132,45,68,450,375
三六女战,normal,565,848,5,8,0,0,6,9,7,11,0,0,0,0,88,132,45,68,450,375
四一男战,normal,703,1055,5,8,0,0,7,11,8,12,0,0,0,0,88,132,45,68,450,375
四一女战,normal,703,1055,5,8,0,0,7,11,8,12,0,0,0,0,88,132,45,68,450,375
四六男战,normal,856,1284,6,9,0,0,8,12,9,14,0,0,0,0,88,132,45,68,450,375
四六女战,normal,856,1284,6,9,0,0,8,12,9,14,0,0,0,0,88,132,45,68,450,375
一六男法,normal,60,90,0,0,0,0,1,2,2,3,2,3,0,0,88,132,45,68,750,625
一六女法,normal,60,90,0,0,0,0,1,2,2,3,2,3,0,0,88,132,45,68,750,625
二一男法,normal,81,122,0,0,0,0,2,3,3,5,3,5,0,0,88,132,45,68,750,625
二一女法,normal,81,122,0,0,0,0,2,3,3,5,3,5,0,0,88,132,45,68,750,625
二六男法,normal,106,159,0,0,0,0,2,3,3,5,3,5,0,0,88,132,45,68,750,625
二六女法,normal,106,159,0,0,0,0,2,3,3,5,3,5,0,0,88,132,45,68,750,625
三一男法,normal,134,201,0,0,0,0,3,5,4,6,4,6,0,0,88,132,45,68,750,625
三一女法,normal,134,201,0,0,0,0,3,5,4,6,4,6,0,0,88,132,45,68,750,625
三六男法,normal,165,248,0,0,0,0,4,6,5,8,5,8,0,0,88,132,45,68,750,625
三六女法,normal,165,248,0,0,0,0,4,6,5,8,5,8,0,0,88,132,45,68,750,625
四一男法,normal,200,300,0,0,0,0,4,6,5,8,5,8,0,0,88,132,45,68,750,625
四一女法,normal,200,300,0,0,0,0,4,6,5,8,5,8,0,0,88,132,45,68,750,625
四六男法,normal,238,357,0,0,0,0,5,8,6,9,6,9,0,0,88,132,45,68,750,625
四六女法,normal,238,357,0,0,0,0,5,8,6,9,6,9,0,0,88,132,45,68,750,625
一六男道,normal,97,146,0,0,4,6,1,2,2,3,0,0,2,3,88,132,45,68,750,625
一六女道,normal,97,146,0,0,4,6,1,2,2,3,0,0,2,3,88,132,45,68,750,625
二一男道,normal,140,210,0,0,5,8,2,3,3,5,0,0,3,5,88,132,45,68,750,625
二一女道,normal,140,210,0,0,5,8,2,3,3,5,0,0,3,5,88,132,45,68,750,625
二六男道,normal,192,288,0,0,5,8,2,3,3,5,0,0,3,5,88,132,45,68,750,625
二六女道,normal,192,288,0,0,5,8,2,3,3,5,0,0,3,5,88,132,45,68,750,625
三一男道,normal,252,378,0,0,6,9,3,5,4,6,0,0,4,6,88,132,45,68,750,625
三一女道,normal,252,378,0,0,6,9,3,5,4,6,0,0,4,6,88,132,45,68,750,625
三六男道,normal,320,480,0,0,7,11,4,6,5,8,0,0,5,8,88,132,45,68,750,625
三六女道,normal,320,480,0,0,7,11,4,6,5,8,0,0,5,8,88,132,45,68,750,625
四一男道,normal,397,596,0,0,8,12,4,6,5,8,0,0,5,8,88,132,45,68,750,625
四一女道,normal,397,596,0,0,8,12,4,6,5,8,0,0,5,8,88,132,45,68,750,625
四六男道,normal,482,723,0,0,9,14,5,8,6,9,0,0,6,9,88,132,45,68,750,625
四六女道,normal,482,723,0,0,9,14,5,8,6,9,0,0,6,9,88,132,45,68,750,625
魔龙血蛙,normal,800,1200,30,45,23,35,20,30,32,48,0,0,0,0,15,23,17,26,800,667
魔龙刺蛙,normal,1000,1500,30,45,23,35,20,30,25,38,0,0,0,0,15,23,13,20,500,417
魔龙刺蛙1,normal,1000,1500,23,35,30,45,20,30,25,38,0,0,0,0,15,23,13,20,500,417
魔龙邪眼,normal,800,1200,30,45,23,35,20,30,40,60,0,0,0,0,15,23,17,26,500,417
魔龙邪眼1,normal,800,1200,30,45,23,35,20,30,40,60,0,0,0,0,15,23,17,26,500,417
魔龙刀兵,normal,1200,1800,25,38,25,38,22,33,34,51,0,0,0,0,17,26,20,30,1200,1000
魔龙刀兵1,normal,1500,2250,28,42,28,42,26,39,40,60,0,0,0,0,17,26,20,30,1200,1000
魔龙刀兵2,normal,2000,3000,31,47,31,47,40,60,48,72,0,0,0,0,17,26,20,30,700,583
魔龙破甲兵,normal,1200,1800,18,27,18,27,24,36,40,60,0,0,0,0,17,26,20,30,1200,1000
魔龙破甲兵1,normal,1500,2250,22,33,22,33,28,42,45,68,0,0,0,0,17,26,20,30,1200,1000
魔龙破甲兵2,normal,2000,3000,32,48,32,48,34,51,52,78,0,0,0,0,17,26,20,30,700,583
魔龙射手,normal,1000,1500,15,23,13,20,18,27,27,41,0,0,0,0,15,23,13,20,1000,833
魔龙射手1,normal,1200,1800,26,39,16,24,22,33,33,50,0,0,0,0,15,23,13,20,1000,833
魔龙射手2,normal,2000,3000,22,33,18,27,25,38,39,59,0,0,0,0,15,23,13,20,700,583
魔龙巨蛾,normal,6000,9000,30,45,45,68,35,53,75,113,0,0,0,0,15,23,20,30,1000,833
魔龙力士[魔化],normal,6000,9000,40,60,30,45,40,60,80,120,0,0,0,0,15,23,20,30,1000,833
魔龙力士1,normal,2000,3000,20,30,15,23,20,30,40,60,0,0,0,0,15,23,13,20,1000,833
魔龙战将,normal,6000,9000,35,53,35,53,55,83,90,135,0,0,0,0,15,23,20,30,800,667
魔龙教主,boss,12000,24000,50,100,40,80,120,240,150,300,0,0,0,0,15,30,20,40,500,417
魔龙教主0,normal,12000,18000,50,75,40,60,120,180,150,225,0,0,0,0,15,23,20,30,500,417
魔龙树妖,normal,32000,48000,30,45,30,45,30,45,90,135,0,0,0,0,50,75,50,75,0,0
魔影巨人,normal,32000,48000,50,75,50,75,100,150,150,225,0,0,0,0,25,38,25,38,1000,833
暗之魔龙教主,normal,30000,45000,45,68,35,53,100,150,130,195,0,0,0,0,15,23,17,26,500,417
圣兽,normal,1800,2700,55,83,60,90,55,83,85,128,0,0,0,0,0,0,45,68,500,417
月灵,normal,2500,3750,45,68,55,83,100,150,170,255,220,330,220,330,15,23,45,68,500,417
火蜥蜴,normal,20000,30000,80,120,100,150,80,120,100,150,0,0,0,0,40,60,200,300,800,667
火蜘蛛,normal,15000,22500,60,90,70,105,80,120,100,150,100,150,100,150,20,30,40,60,300,250
火蜥蜴1,normal,15000,22500,80,120,80,120,60,90,100,150,0,0,0,0,40,60,200,300,800,667
火蜘蛛1,normal,10000,15000,50,75,60,90,80,120,100,150,100,150,100,150,20,30,40,60,300,250
火蟒,boss,60000,120000,120,240,180,360,100,200,400,800,500,1000,500,1000,15,30,17,34,300,250
经验白野猪,normal,1000,1500,15,23,15,23,30,45,55,83,0,0,0,0,25,38,17,26,800,667
火龙教主,normal,200000,300000,180,270,300,450,600,900,800,1200,1000,1500,1000,1500,50,75,200,300,0,0
火龙守护兽,normal,18000,27000,120,180,180,270,600,900,800,1200,0,0,0,0,17,26,15,23,900,750
金杖蜘蛛[精英],normal,10000,15000,70,105,50,75,70,105,100,150,100,150,100,150,30,45,50,75,300,250
金杖蜘蛛[狂暴],normal,12000,18000,80,120,60,90,80,120,100,150,100,150,100,150,30,45,50,75,300,250
【狐月山】,normal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
红狐狸,normal,40000,60000,80,120,70,105,130,195,200,300,140,210,140,210,30,45,100,150,700,583
黄狐狸,normal,40000,60000,70,105,80,120,135,203,200,300,145,218,145,218,30,45,100,150,700,583
狐月角虫,normal,50000,75000,120,180,180,270,200,300,200,300,200,300,200,300,30,45,100,150,700,583
狐月虎虫,normal,60000,90000,180,270,120,180,250,375,250,375,200,300,200,300,30,45,100,150,700,583
火尾黑狐王,normal,160000,240000,400,600,250,375,600,900,800,1200,800,1200,800,1200,60,90,100,150,300,250
黑狐,normal,60000,90000,220,330,120,180,250,375,300,450,300,450,300,450,32,48,100,150,500,417
黑狐统领,normal,32000,48000,380,570,180,270,400,600,500,750,500,750,500,750,40,60,100,150,500,417
金爪赤狐王,normal,160000,240000,400,600,400,600,600,900,800,1200,800,1200,800,1200,60,90,100,150,300,250
赤狐,normal,16000,24000,220,330,200,300,250,375,300,450,300,450,300,450,32,48,100,150,500,417
赤狐统领,normal,32000,48000,380,570,250,375,400,600,500,750,500,750,500,750,40,60,100,150,500,417
玉面素狐王,normal,160000,240000,400,600,300,450,600,900,800,1200,800,1200,800,1200,60,90,100,150,300,250
素狐,normal,16000,24000,220,330,200,300,250,375,300,450,300,450,300,450,32,48,100,150,500,417
素狐统领,normal,32000,48000,380,570,250,375,400,600,500,750,500,750,500,750,40,60,100,150,500,417
狐月之眼,normal,100000,150000,400,600,300,450,800,1200,1000,1500,1000,1500,1000,1500,50,75,100,150,800,667
狐月魔眼,normal,100000,150000,300,450,400,600,800,1200,1000,1500,1000,1500,1000,1500,50,75,100,150,800,667
狐月天珠[BOSS],boss,800000,1600000,800,1600,600,1200,1800,3600,2500,5000,2500,5000,2500,5000,60,120,200,400,500,417
红狐狸[伪装],normal,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,5,500,417
黄狐狸[容器],normal,1000,1500,15,23,15,23,30,45,55,83,0,0,0,0,25,38,17,26,800,667
狂热火蜥蜴,normal,11000,16500,45,68,55,83,100,150,120,180,90,135,90,135,29,44,50,75,300,250
圣殿卫士,normal,3500,5250,30,45,40,60,60,90,100,150,0,0,0,0,29,44,30,45,500,417
恶魔蜘蛛,normal,4000,6000,30,45,35,53,50,75,80,120,50,75,50,75,29,44,19,29,400,333
巨镰蜘蛛,normal,3000,4500,20,30,35,53,60,90,95,143,0,0,0,0,29,44,22,33,400,333
金杖蜘蛛,normal,4000,6000,30,45,30,45,40,60,80,120,50,75,50,75,30,45,50,75,300,250
绿魔蜘蛛,normal,10000,15000,44,66,55,83,100,150,120,180,90,135,90,135,29,44,20,30,400,333
圣殿侍卫,normal,15000,22500,55,83,36,54,120,180,150,225,120,180,120,180,29,44,30,45,500,417
铁翼巨蛾,normal,10000,15000,45,68,58,87,90,135,135,203,0,0,0,0,29,44,20,30,600,500
黑牙蜘蛛,normal,500,750,13,20,22,33,20,30,55,83,0,0,0,0,27,41,20,30,500,417
雷炎蛛王[BOSS],boss,28000,56000,80,160,85,170,140,280,180,360,150,300,150,300,35,70,40,80,300,250
雷炎神龙[BOSS],normal,32000,48000,80,120,85,128,140,210,180,270,150,225,150,225,35,53,40,60,0,0
雪域冰甲虫,normal,4000,6000,30,45,48,72,75,113,110,165,0,0,0,0,28,42,18,27,700,583
雪域冰狼,normal,4500,6750,50,75,55,83,85,128,125,188,0,0,0,0,28,42,18,27,800,667
雪域毛人,normal,5500,8250,53,80,55,83,80,120,130,195,0,0,0,0,28,42,20,30,1200,1000
雪域野人,normal,6500,9750,55,83,55,83,95,143,140,210,0,0,0,0,28,42,20,30,1200,1000
雪域羊人,normal,6500,9750,57,86,60,90,80,120,120,180,0,0,0,0,28,42,22,33,1000,833
雪域侍卫,normal,8000,12000,58,87,63,95,100,150,140,210,110,165,110,165,32,48,27,41,600,500
雪域五毒魔,normal,8500,12750,52,78,55,83,95,143,145,218,115,173,115,173,30,45,27,41,800,667
雪域灭天魔,normal,8500,12750,52,78,55,83,95,143,145,218,115,173,115,173,30,45,27,41,800,667
雪域寒冰魔,normal,8500,12750,52,78,55,83,95,143,140,210,110,165,110,165,30,45,27,41,800,667
雪域战将,normal,8000,12000,60,90,55,83,110,165,150,225,120,180,120,180,30,45,32,48,600,500
雪域力士,normal,10000,15000,60,90,65,98,100,150,155,233,125,188,125,188,33,50,38,57,600,500
雪域卫士,normal,10000,15000,60,90,60,90,100,150,155,233,125,188,125,188,33,50,38,57,600,500
雪域天将,normal,15000,22500,65,98,70,105,128,192,172,258,142,213,142,213,33,50,38,57,500,417
冰眼巨魔,boss,32000,64000,100,200,100,200,250,500,300,600,270,540,270,540,35,70,40,80,500,417
雪域魔王[BOSS],boss,32000,64000,100,200,100,200,300,600,500,1000,500,1000,500,1000,35,70,40,80,500,417
雪域领主[狂化],boss,30000,60000,60,120,60,120,300,600,500,1000,500,1000,500,1000,15,30,17,34,500,417
冰雪法王,normal,8000,12000,30,45,50,75,50,75,100,150,80,120,100,150,20,30,40,60,300,250
冰雪法王1,normal,5000,7500,20,30,40,60,30,45,60,90,80,120,100,150,20,30,40,60,300,250
